Culture,Focal_Year,PBM_Data,Source,Source_Coverage_Years,Sub_Group,Full_Pinpoint information,Page_Nums,HRAF_Sources,SCCS_Sources,DPlace_Sources,Source_URL,My_Comments,
Irish,,0,"Arensberg, Conrad M. 1937. The Irish countryman: an anthropological study. Macmillan and Company Limited.",1932-1934 (field dates),"County Clare, Ireland",,227,S1,0,0,https://ehrafworldcultures.yale.edu/document?id=er06-008,,
Irish,,0,"Arensberg, Conrad M. and Kimball Solon Toothtaker. 1968[1940]. Family and Community in Ireland.",1932 (field dates); 1932-1934 (total coverage),"County Clare, Ireland",,351,S1,2,1,https://ehrafworldcultures.yale.edu/document?id=er06-001,,
Irish,,0,"Cresswell, Robert 1969. Une communauté‚ rurale d'Irlande. Series:Travaux et Memoires de I'Institut d'Ethnologie, vol. 74. Paris: Institut d'ethnologie, Musee de l'homme.","1955-1956, 1957, 1958 (field dates)","Kinvarra Parish, County Clare, Ireland",,578,0,1,1,https://drive.google.com/file/d/1T2BdsMjibxXs8OW1VfYCe1dcKLYtACvi/view?usp=drive_link,,
Irish,,0,"Evans, Emyr Estyn. 1957. Irish Folk-Ways.",1940 (field date); 1590-1950 (total coverage),,,340,processed_nocode,3,1,https://ehrafworldcultures.yale.edu/document?id=er06-013,,
Irish,,--,"Kane, Eileen. 1970. An Analysis of the Cultural Factors Inimical to the Development of the Nationalistic-Revivalistic Industrial Process of the Rural Irish Gaeltachts. Ph.D. Dissertation, University of Pittsburgh.",1968-1970 (field dates),"Carroae village, County Galway, Ireland",,nd,0,5,0,Unavailable from ILL,,
Irish,,0,"Kane, Eileen. 1979. The changing role of the family in a rural Irish community. Journal of Comparative Family Studies, Vol. 10(no. 2), 141–162.",1968-1973 (field dates); 1904-1973,"Carroae village, County Galway, Ireland",,21,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=er06-021,"Same author, same group, same time period",
Irish,,1,"O’Donoghue, John. 1958. In a Quiet Land. New York.",1900-1958 (field dates),"County Kerry (neighbouring county to County Clare), Ireland",,218,0,5,0,https://archive.org/details/inquietland00odon,,
Irish,,1,The Cresswell Photo Archive 1955-1958. Kinvara Community Council.,"1955-1956, 1957, 1958 (field dates)","Kinvarra Parish, County Clare, Ireland",,75,0,0,0,https://kinvara.ie/old-kinvara/,"Collection of photos taken by Robert Cresswell during his fieldwork in Kinvarra. Same author, same group, same time period",
Japanese (Okayama),1950,,,,"Okayama prefecture (esp. Niiike village), Japan","Southern Okayama Prefecture, especially Niiike hamlet (primary focus) and Okayama city (secondary focus) in Bitchu and Bizen Provinces, from 34°30' to 34°35'N and 133°20' to 134°20'E, in 1950. […] Selection of Focus: The village of Niiike (pop. 130) in the fertile upland basin only eight miles from Okayama city was selected by Beardsley et al. (1959) as a representative agriculture community, and has also been the focus of psychological studies by DeVos (1960a, 1960b) and DeVos and Wagatsuma (1959, 1961, 1962). Variations in village (buraku) structure can be seen in the study of a buraku of fishermen on Takashima Island in the Kojimo port city (Norbeck, 1954), and the mountain village of Matsunagi in the northern part of the Prefecture (Cornell, 1956), which also happens to be an outcaste community. For the wider urban and political spheres, there are the studies by Hall (1952, 1966) of other Bizen villages and Bizen history, and of Dull (1957), Kokoris (1964) and Hall (1966) on Okayama city (pop. 270,000 in 1960). […] Time: 1950 is selected as the beginning of the University of Michigan Japanese Project, which is acceptable because post-war changes had not been extensive in the rural areas such as Niiike, and the pre-war political structure was more or less extent in the urban areas. (White 2009, p. 149-150)",2221,,,,,,
Japanese (Okayama),,0,"Beardsley, Richard K. 1951. The household in the status system of Japanese villages. In Occasional papers (pp. 62–73). University of Michigan Press.",1950 (field date); 1950 (total coverage),"Villages of Tsutsu and Niiike, Okayama Prefecture, Japan",,11,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ab43-018,"Same author, same group, same time period",
Japanese (Okayama),,1,"Beardsley, Richard K., John Whitney Hall, and Robert Edward Ward. 1972[1959]. Village Japan.","1950-1954, 1957 (field dates); 3000 BCE–CE 1957 (total coverage)","Niiike village, Okayama prefecture, Japan",,518,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=ab43-001,,
Japanese (Okayama),,0,"Blacker, Carmen. 1975. The catalpa bow: A study of shamanistic practices in Japan. Routledge.",,All of Japan,,384,0,5,0,https://www.taylorfrancis.com/books/mono/10.4324/9780203347133/catalpa-bow-carmen-blacker,,
Japanese (Okayama),,0,"Buck, Philip W. and John W. Masland. 1950. The Governments of Foreign Powers, pp. 591-710. New York.",,All of Japan,,119,0,5,0,https://archive.org/details/in.ernet.dli.2015.83999,,
Japanese (Okayama),,0,"DeVos, George A. 1965. Social Values and Personal Attitudes in Primary Human Relations in Niiike. University of Michigan Center for Japanese Studies, Occasional Papers.",1953-1955 (field dates); 1953-1955 (total coverage),"Niiike village, Okayama prefecture, Japan",,48,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=ab43-010,,
Japanese (Okayama),,0,"DeVos, George A. and Hiroshi Wagatsuma. 1961. Value Attitudes toward Role Behavior of Women in Two Japanese Villages. American Anthropologist 63: 1204-1230.",1953-1955 (field dates); 1953-1955 (total coverage),"Niiike-buraku; Sakunoshima, Okayama Prefecture, Japan",,26,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=ab43-009,,
Japanese (Okayama),,1,"DeVos, George A. and Hiroshi Wagatsuma. 1967. Japan’s Invisible Race. Berkeley and Los Angeles.",1953-1955 (field dates); 1953-1955 (total coverage),"Niiike village, Okayama prefecture, Japan",,466,0,1,0,https://archive.org/details/japansinvisibler00devorich,,
Japanese (Okayama),,0,"Norbeck, Edward and Margaret Norbeck. 1956. Child training in a Japanese fishing community. Personal Character and Cultural Milieu, Edited and Compiled by Douglas G. Haring, 650–673.",1950-1951 (field dates); 1950-1951 (total coverage),"Takashima village, Okayama Prefecture, Japan",,23,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ab43-025,"Same author, same group, same time period",
Japanese (Okayama),,1,"Norbeck, Edward. 1954. Takashima. Salt Lake City.",1950-1951 (field dates); 1950-1951 (total coverage),"Takashima village, Okayama Prefecture, Japan",,344,processed_nocode,2,0,https://ehrafworldcultures.yale.edu/document?id=ab43-024,,
Japanese (Okayama),,0,"Norbeck, Edward. 1976. Changing Japan. In Case studies in cultural anthropology (pp. i – xvi, 34–66, 90–108). Holt, Rinehart and Winston. https://ehrafworldcultures-yale-edu.proxy.lib.sfu.ca/document?id=ab43-026","1950-1951, 1974 (field dates); 1950-1974 (total coverage)","Takashima village, Okayama Prefecture, Japan",,18,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ab43-026,"Same author, same group, same time period",
Japanese (Okayama),,1,"Smith, Robert J. and John B. Cornell. 1956. Two Japanese Villages. Ann Arbor.",1950-1952 (field dates),"Villages of Matsunagi (Okayama prefecture) and Kurusu (Kagawa prefecture, across straight from Okayama prefecture), Japan",,264,0,2,0,https://archive.org/details/twojapanesevilla0000corn,,
Javanese,1954,,,,"Town and environs of Mokokerto/Modjokuto (i.e., Pare), East Java Province, Indonesia","The town of Modjokuto (pseudonym*), 112°13'E and 7°43'S, in 1955 […] Focus: Modjokuto, intensively studied by six members of the M.I.T. Center for International Studies, had a population of about 20,000 in 1957, including 2,000 Chinese, and is the center for a district with about 87,000 persons. The specific focus will be on the sub-group of Abangan syncretistic peasantry residing in the wet-rice village clusters closely packed around the town. […] *Note (not for publication): Modjokuto is actually the town of Pare; the pseudonym Branang is actually Kediri, and Tebing is actually Djombang. Modjokuto should not be confused with the actual city of Modjokerto, some 30 miles to the northeast. […] Time: 1955 is the mid-point of the M.I.T. study by C. and H. Geertz, Dewey, Jay, Ryan and Fagg. The effects of expulsion of the Chinese in 1959 have not as yet been described. (White 2009, 106-107)",3639,,,,,,
Javanese,,1,"Dewey, Alice G. 1962. Peasant Marketing in Java.",1952-1954 (field dates),"Mojorkerto/Modjokuto town, East Java Province, Indonesia",,259,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=oe05-004,,
Javanese,,1,"Fagg, Donald R. 1982. Authority and social structure: a study in Javanese bureaucracy. Cambridge, Mass.].",1952-1954 (field dates); 1952-1954 (total coverage),"Mojorkerto/Modjokuto town, East Java Province, Indonesia",,600,S1,0,1,https://ehrafworldcultures.yale.edu/document?id=oe05-005,,
Javanese,,1,"Geertz, Clifford. 1960. The Religion of Java.",1953-1954 (field dates),"Abangan village in Modjokuto/Mojokerto, East Java Province, Indonesia",,411,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=oe05-018,,
Javanese,,0,"Geertz, Clifford. 1963. Peddlers and Princes.",1953-1954 (field dates),"Mojokerto/Modjokuto town, East Java Province, Indonesia",,184,0,1,1,https://archive.org/details/peddlersprincess00geer,,
Javanese,,0,"Geertz, Clifford. 1965. The Social History of an Indonesian Town.",1953-1954 (field dates),"Mojokerto/Modjokuto town, East Java Province, Indonesia",,222,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=oe05-017,,
Javanese,,1,"Geertz, Hildred. 1961. The Javanese Family.",1953-1954 (field dates),"Mojokerto/Modjokuto town, East Java Province, Indonesia",,189,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=oe05-020,,
Javanese,,1,"Geertz, Hildred. 1968. Latah in Java: a theoretical paradox. Indonesia, Vol. 5, 93–104.",1952-1954 (field dates); 1952-1954 (total coverage),"Mojorkerto/Modjokuto town, East Java Province, Indonesia",,11,S1,0,1,https://ehrafworldcultures.yale.edu/document?id=oe05-032,,
Javanese,,1,"Grant, Bruce. 1964. Indonesia.",1954-1964 (total coverage),All of Indonesia,,212,0,5,1,https://archive.org/details/indonesia0000unse,,
Javanese,,1,"Jay, Robert R. 1963. Religion and Politics in Central Java.",1953-1954 (field dates),"Mojorkerto/Modjokuto (i.e., Pare) in east-central Java; Kebonsari and Tabansari kalurahans, Indonesia",,125,processed_nocode,1,1,https://ehrafworldcultures.yale.edu/document?id=oe05-007,,
Javanese,,1,"Jay, Robert R. 1969. Javanese Villagers: Social relations in rural Modjokuto.",1953-1954 (field dates),"Mojorkerto/Modjokuto Proper and Rural Outlier of Tamansari, East Java Province, Indonesia",,481,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=oe05-003,,
Javanese,,0,"Kahin, George McTurnan. 1963. Indonesia. In George McTurnan Kahin (Ed.), Major Governments of Asia, 535-688.",1292-1962 (total coverage),All of Indonesia,,153,0,5,1,https://archive.org/details/majorgovernments00kahi,,
Javanese,,1,"Koentjaraningrat, Kanjeng Pangeran Haryo. 1985. Javanese culture. Oxford University Press.","1958-1959, 1970 (field dates); 1815-1985 (total coverage)","Tjelpar [mountain village], Wadjasari [lowland village], and south Seraju Hills all in South Central Java, Indonesia",,565,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/cultures/oe05/documents/037,"Same ethnographer, same group, same time period",
Javanese,,1,"Koentjaraningrat, Kanjeng Pangeran Haryo. 1960. The Javanese of South Central Java. In G. P. Murdock (ed.), Social Structure in Southeast Asia, 88-115.",1958-1959 (field dates),"Tjelpar [mountain village] and Wadjasari [lowland village], South Central Java, Indonesia",,27,S1,3,1,https://ehrafworldcultures.yale.edu/document?id=oe05-019,,
Javanese,,1,"Koentjaraningrat, Kanjeng Pangeran Haryo. 1961. Some Social Anthropological Observations on Gotong Rojong Practices in Two Villages of Central Java.",1958-1959 (field dates),"Tjelpar [mountain village] and Wadjasari [lowland village], South Central Java, Indonesia",,75,processed_nocode,3,1,https://ehrafworldcultures.yale.edu/document?id=oe05-011,,
Javanese,,1,"Koentjaraningrat, Kanjeng Pangeran Haryo. 1967. Tjelapar: A Village in South Central Java. In Koentjaraningrat (ed.), Villages in Indonesia, 244-280.",1958-1959 (field dates),"Tjelapar [mountain village], south-central Java, Indonesia",,36,processed_nocode,3,1,https://ehrafworldcultures.yale.edu/document?id=oe05-027,,
Javanese,,0,"Lyon, M. 1970. Bases of Conflict in Rural Java. Research Monograph Series. Berkeley.",,"East and Central Java, Indonesia",,89,0,0,1,https://drive.google.com/file/d/1aiJx-Wq_7wHPp5w-rAbFQxjKDiGFlMEO/view?usp=share_link,,
K'iche',1930,,,,"Town of Chichicastenango, Quiché department, Guatemala","The Quiche of the town of Chichicastenango, located at about 15°N, 91°W, in 1930. […] Selection of Focus: The town of Chichicastenango is selected because both of the principal authorities worked there. […] Time: The date of 1930 is chosen as the year when both Bunzel and Schultze-Jena began their field work. It was also shortly before the modern intensification of culture change. (White 2009, p. 190)",1969,,,,,,
K'iche',,0,"Bunzel, Ruth. 1952. Chichicastenanago. Publications of the American Ethnological Society 22. 1-438.",1930-1931 (field dates),"Town of Chichicastenango, Quiché department, Guatemala",,438,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=nw10-001,,
K'iche',,0,"Carmack, Robert M. 1973. Quichean Civilization: The Ethnohistoric, Ethnographic and Archaeological Sources. Berkeley.",1500-1970s (total coverage),,,472,0,2,0,https://archive.org/details/quicheanciviliza0000carm,,
K'iche',,0,"Gruhn, Ruth. 1973. Observaciones en Chichicastenango en 1969. Estudios de Cultura Maya 9: 231-256.",1969 (field date),"Town of Chichicastenango, Quiché department, Guatemala",,25,0,2,0,https://revistas-filologicas.unam.mx/estudios-cultura-maya/index.php/ecm/article/view/362/363,,
K'iche',,0,"Lothrop, Samuel K. 1926. A Quiché altar. Man, Vol. 26, 89–90.",1922-1924 (field dates); 1922-1924 (total coverage),"Town of Chichicastenango, Quiché department, Guatemala",,2,S1,0,0,https://ehrafworldcultures.yale.edu/document?id=nw10-008,,
K'iche',,1,"Rodas, N. Flavio, Ovidio Rodas Corso, and Laurence F. Hawkins. 1940. Chichicastenango: the Kiche Indians; their history and culture; sacred symbols of their dress and textiles. Unión Tipográfica.",1901-1938 (field dates); 350-1937 (total coverage),"Town of Chichicastenango, Quiché department, Guatemala",,164,S2,0,0,https://ehrafworldcultures.yale.edu/document?id=nw10-002,,
K'iche',,0,"Saler, Benson. 1965. The departure of the Dueño. Journal of the Folklore Institute, Vol. 2(no. 1), 31–42. https://ehrafworldcultures-yale-edu.proxy.lib.sfu.ca/document?id=nw10-007",1958-1959 (field dates); 1958-1959 (total coverage),"Town of El Palmar, Quetzaltenango department, Guatemala",,11,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=nw10-007,,
K'iche',,0,"Saler, Benson. 1967. Nagual, Witch, and Sorcerer in a Quiche Village. In Magic, Witchcraft and Curing. J. Middleton, ed. pp. 69-100. Garden City, N.Y.",1958-1959 (field dates); 1958-1959 (total coverage),"Town of El Palmar, Quetzaltenango department, Guatemala",,31,S3,3,0,https://ehrafworldcultures.yale.edu/document?id=nw10-006,,
K'iche',,0,"Saler, Benson. 2018[1960]. The road from el Palmar: change, continuity, and conservatism in a Quiché community. ProQuest.",1958-1959 (field dates); 1910-1959 (total coverage),"Town of El Palmar, Quetzaltenango department, Guatemala",,314,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=nw10-005,,
K'iche',,1,"Schultze-Jena, Leonhard. 1933. Indiana vol 1: Leben, Glaube und Sprache der Quiché von Guatemala.",1930-1931 (field dates),"Town of Chichicastenango, Quiché department, Guatemala",,502,0,1,1,https://drive.google.com/file/d/1Vl43krZge2-owSiZX4pBN0TiXT4irl_8/view?usp=drive_link,,
K'iche',,0,"Tax, Sol. 1949. Folk tales in Chichicastenango: an unsolved puzzle. Journal of American Folklore, Vol. 62(no. 244), 125–135.","1934-1935, 1939-1940 (field dates); 1934-1940 (total coverage)","Town of Chichicastenango, Quiché department, Guatemala",,10,S1,0,0,https://ehrafworldcultures.yale.edu/document?id=nw10-009,,
Kafa,1905,,,,"Entirety of Kingdom, Ethiopia","The politically unified Kafa as a whole, located approximately at 6°50' to 7°45'N and 35°30' to 37°S, in 1905. […] The selection of focus is the society as a whole. […] The date of 1905 is selected as that of the visit by Bieber, which was less than a decade after the Ethiopian conquest. [Note: Bieber reconstructed the pre-Ethiopian Kaffa. CCCCC codes #4 (Political) changed the date to 1896]. (White 2009, 43)",1502,,,,,,
Kafa,,1,"Bieber, Friedrich J. 1920. Kaffa, ein altkuschitisches volkstum in Inner-Afrika nachrichten über land und volk, brauch und sitte der Kaffitscho oder Gouga und das kaiserreich Kaffa. Vol 1.",1905 (field date); 1897-1909 (total coverage),"Kingdom of Kaffa, Ethiopia",,558,0,1,1,https://archive.org/details/kaffaeinaltkusch02bieb,,
Kafa,,1,"Cerulli, Enrico. 1932. Etiopia occidentale: Dallo Scioa alla frontiera del Sudan. Vol 1.",,,,300,0,3,1,https://drive.google.com/file/d/1MX4Kr4rVh5ejMMHBTuZC97UZLfWnPsDe/view?usp=drive_link,Kafa primarily discussed between pages 169-226,
Kafa,,0,"Cerulli, Enrico. 1933. Etiopia occidentale: Dallo Scioa alla frontiera del Sudan. Vol 2.",,,,322,0,3,1,https://drive.google.com/file/d/1jkdCOaTq2JFGi9_6_Kf6k72GkVPsxq-0/view?usp=drive_link,Kafa primary discussed between pages 25-38,
Kafa,,0,"Grühl, Max. 1975. Abyssinia at Bay. London.",1926 (field date); 1390-1932 (total coverage),"Kingdom of Kaffa, Ethiopia",,286,0,4,0,https://drive.google.com/file/d/1r1ANoPRLw7YX5KPKczFY2LY3A9PwVUqw/view?usp=drive_link,,
Kafa,,1,"Huntingford, George Wynn Brereton. 1955. The Galla of Ethiopia: the kingdoms of Kafa and Janjero. (Ethnographic survey of Africa, North-Eastern Africa, 2.) London: Oxford Univ. Press; International African Inst. (IAI).",1390-1955 (total coverage),"Kingdom of Kaffa, Ethiopia",,36,S3,1a,1,https://ehrafworldcultures.yale.edu/document?id=mp14-002,,
Kaska,1900,,,,"Upper Liard River, Yukon territory, Canada","The Upper Kaska or Natitu'agotena, centered around 60 N, 131 W, at about 1900. […] The Kaska are a Northern Athapaskan tribe located on the eastern side of the Rocky Mountains in British Columbia. They are divided into five local divisions, as follows: 1. Upper Liard Kaska or Natitu'agotena in the west on the Dease River immediately south of the Upper Liard River. 2. Dease River Kaska or Kistagotena in the southwest on the Dease River immediately south of the Upper Liard group. 3. Frances Lake Kaska or Tutcogetena in the northwest around Frances Lake immediately north of the Upper Liard group. 4. Nelson Indians or Tselona in the southeast on the Lower Liard River. 5. The Espatodena in the northeast--the only group not visited by Honigmann. There is a good tribal map in Honigmann 1949, page 34, and in Honigmann 1956, p.12. […] Selection of Focus: The Upper Liard group are selected because Honigmann did much more work with them than with any other group. However, data on the Dease River group can be used with caution. […] Time: The date of 1900 is selected as just prior to intensive missionization. Honigmann's 1954 monograph is a specific attempt at ethnographic reconstruction. He was in the field from June to September, 1944, and from June to December, 1945. (White 2009, p. 163)",861,,,,,,
Kaska,,--,"Field, P. [dated Ross River, Feb. 8, 1913]. New Haven. Yale Peabody Museum. MS.",,,,nd,0,2,0,Unavailable through ILL,,
Kaska,,0,"Honigman, John J. and Irma Honigman. 1947. 159. A Kaska Oracle. Man, 139-140.",1944-1945 (field dates),"Kaska of Lower Post, British Columbia, Canada and Upper Liard River, Yukon territory, Canada",,2,0,0,0,https://www.jstor.org/stable/2791485,"Same author, same group, same time period",
Kaska,,0,"Honigmann, John J. 1947a. Witch-fear in post-contact Kaska society. American Anthropologist, 49(2), 222-243.",1944-1945 (field dates),"Kaska of Lower Post, British Columbia, Canada and Upper Liard River, Yukon territory, Canada",,21,0,0,0,https://www.jstor.org/stable/663560,"Same author, same group, same time period",
Kaska,,0,"Honigmann, John J. 1947b. Cultural dynamics of sex: A study in culture and personality. Psychiatry, 10(1), 37-47.",1944-1945 (field dates),"Kaska of Lower Post, British Columbia, Canada and Upper Liard River, Yukon territory, Canada",,10,0,0,0,https://doi.org/10.1080/00332747.1947.11022623,"Same author, same group, same time period",
Kaska,,1,"Honigmann, John J. 1949. Culture and Ethos of Kaska Society. (Yale University Publications in Anthropology.) New Haven, Conn.: Yale University Press. 1-368pp.",1944-1945 (field dates); 1800-1945 (total coverage),"Kaska of Lower Post, British Columbia, Canada and Upper Liard River, Yukon territory, Canada",,368,processed_nocode,1,1,https://ehrafworldcultures.yale.edu/document?id=nd12-001,,
Kaska,,1,"Honigmann, John J. 1954. The Kaska Indians: An Ethnographic Reconstruction. (51.) Yale University Publications in Anthropology. 1-163pp.",1944-1945 (field dates); 1800-1945 (total coverage),"Dease River Kaska, Upper Liard Kaska, Tselona Kaska, and Frances Lake Kaska peoples, northern British Columbia and southeastern Yukon Territory, Canada",,163,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=nd12-006,,
Kaska,,0,"Honigmann, John J. 1970. Field Work in Two Northern Canadian Communities. In Marginal Natives: Anthropologists at Work. M. Freilich, ed. pp. 39-72. New York.",1944-1945 (field dates),"Kaska of Lower Post, British Columbia, Canada and Upper Liard River, Yukon territory, Canada",,33,0,1,0,https://archive.org/details/marginalnativesa0000frei,,
Kaska,,0,"Honigmann, John J., and Irma Honigmann. 1945. Drinking in an Indian-white community. Quarterly Journal of Studies on Alcohol, 5(4), 575-619.",1944-1945 (field dates),"Kaska of Lower Post, British Columbia, Canada and Upper Liard River, Yukon territory, Canada",,44,0,0,0,https://doi.org/10.15288/qjsa.1945.5.575,"Same author, same group, same time period",
Kaska,,1,"Honigmann, John J. and June Helm. 1983. Kaska. In handbook of north american indians. subarctic: Vol. 6 (pp. 442–450). Smithsonian Institution : For sale by the Supt. of Docs., U.S. G.P.O.",1944-1945 (field dates); 1800-1945 (total coverage),"Upper Liard Kaska (predominantly) in Yukon territory and Dease River Kaska (lesser so) in British Columbia, Canada",,8,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=nd12-008,"Same author, same group, same time period",
Kaska,,0,"Lamers, F. A. 1975. Poverty of Kinship? Kinship of Poverty? The Kaska Reconsidered. Western Canadian Journal of Anthropology 5: 41-55.",1944-1945 (total coverage),"Kaska of Lower Post, British Columbia, Canada and Upper Liard River, Yukon territory, Canada",,14,0,4,0,https://drive.google.com/file/d/1A91DWMCQvzaKkEDRz5cyZ4zRB9rRz8Hu/view?usp=share_link,Based on data and fieldwork of John J. Honigmann (1949),
Kaska,,1,"Teit, James A. 1956. Field Notes on the Tahltan and Kaska Indians, 1912-1915. Anthropologica 3: 39-171.","1912, 1915 (field dates); 1834-1915 (total coverage)",Tahltan and Kaska (Dease River Kaska) groups,,132,S1,2,0,https://ehrafworldcultures.yale.edu/document?id=nd12-005,,
Kaska,,0,"Teit, James A. and Franz Boas. 1917. Kaska tales. Journal of American Folk-Lore, Vol. 30, 427–473.","1912, 1915 (field dates); 1915 (total coverage)","Dease River Kaska, British Colombia, Canada",,46,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=nd12-002,"Same author, same group, same time period",
Kaska,,0,"Underwood, F. W. and Irma Honigmann. 1947. A Comparison of Socialization and Personality in Two Simple Societies. American Anthropologist 49. 557-77.",1944-1945 (field dates),"Kaska of Lower Post, British Columbia, Canada and Upper Liard River, Yukon territory, Canada",,20,S1,2,1,https://www.jstor.org/stable/662895,,
Kazakh,1885,,,,"Great Horde (territory between Trans-Ili Alatau mountains and the Syr [Darya River, to the south of Lake Balhash in Kazakhstan and extending into the southern portion of the Xinjiang Uygur Autonomous Region in China)","The Kazak of the Ulug Juz or Great Horde (Orda), extending from 68°E and 37°N in the southwest to 81°N in the northeast, about 1890. Note: care should be taken to distinguish the Kazak, who were commonly referred to as Kirgiz in the nineteenth century, form neighboring Kirghiz to the southeast. […] The Kazak have three major divisions among them: 1. The Great Horde (Ulug Juz), close to the place of the earliest Kazak confederation. 2. The Middle Horde (Orda Juz), to the north, in the Altaic mountains, and river basin further to the west. 3. The Little Horde (Kisi Juz), to the west. In addition, a fourth horde (Bukey Horde) was formed in the 18th century. Kirghiz, Kalmyk and Altaians border the Kazak on the east, Uzbek and Turkmen to the south, Kalmyk in the west, and Russians to the north. […] Selection of Focus: The Great Horde is tentatively selected to delimit the material on the Kazak. This Horde is the senior group and is somewhat more compact than the others, nomadizing the vast area below Lake Balkhash. It figures extensively in the classic works of Grodekov, Radloff, and Levchine. Hudson, although not allowed to travel freely in Kazakhstan, was stationed at Alma-Ata, on the southern border of the Great Horde. Of his chief informants, one comes from the Great and one from the Little Horde. Rudenko, on the other hand, worked among the Middle Horde of the Altaic mountains. Grodekov's primary work was in Syr Darya, which touches upon all three Hordes. Care should be taken in inferring from these other areas to the Great Horde, but uniformities throughout the Kazak area may be found to simplify the matter of coding. […] Time: 1890 is chosen as the time most readily identifiable in the works of Grodekov and Radloff. Levchine pertains to an earlier period, Hudson and Rudenko to a later period. (White 2009, p. 84)",1391,,,,,,
Kazakh,,--,"Birzhanov, K. 1972. К земледельческой истории казахов низовьев Сырдарьи (On the Agricultural History of the Kazakhs from the Lower Reaches of the Syr-Daraya). Известия Академии наук Казахской ССР (Ser. Obsch.) 1: 47-52.",,,,nd,0,2,0,Unavailable through ILL,,
Kazakh,,0,"Castagné, Joseph. 1930. Magie et exorcisme chez les Kazak-Kirghizes. Revue des Études Islamiques 4: 53-156.",,Kazakhs and Kyrgyz,,53,0,2,1,https://drive.google.com/file/d/1Y02NZUVyE7vQ4r_mIqDKcr1zWm_6Jpvh/view?usp=drive_link,,
Kazakh,,1,"Grodekov, Nikolaĭ Ivanovich. 1889. Kirghizy i Karakirgizy Syr Dar’inskoi Oblasti. [Volume 1, Juridical Life.] Tashkent. Translated for HRAF by Barbara Krader.",1885 (field date); 1884-1886 (total coverage),"Great, Middle, and Little Hordes in the Syr-Darya Basin in Kazakhstan, Kyrgyzstan, Uzbekistan, and Tajikistan",,232,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=rq02-004,,
Kazakh,,0,"Hudson, Alfred E 1964[1938] Kazak Social Structure. Yale University Publications in Anthropology 20: 1-109.",1936 (field date),"Great, Middle, and Little Hordes in the Syr-Darya Basin in Kazakhstan, Kyrgyzstan, Uzbekistan, and Tajikistan",,109,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=rq02-002,,
Kazakh,,--,"Karlyev, V. P. 1973. Основные типы скотоводческого хозяйства у казахов в конце 19-начале 20 вв (Basic Types of Cattle Breeding Economy among the Kazakh in the end of the 19th-beginning 20th Century). Всесоюзное археолого-этнографическое совещание по итогам полевых исследований 1972 года: Тезисы докладов и сообщений по этнографии. pp. 35-37. Tashkent.",,,,nd,0,4,0,Unavailable through ILL,,
Kazakh,,0,"König, Wolfgang. 1972. Das traditionelle Machtsystem der Kasachen. Jahrbuch des Museums für Völkerkunde zu Leipzig 28: 181-191.",1730s-1929 (total coverage),Kazakhstan,,10,0,4,0,https://drive.google.com/file/d/1bca1tKssmzY-b0wYL737j6106-xkC5Wu/view?usp=drive_link,,
Kazakh,,0,"Krader, Lawrence. 1963. Social Organization of the Mongol-Turkic Pastoral Nomads. The Hague.",,"Great, Middle, Little, and Interior/Bukei Hordes in the Syr-Darya Basin in Kazakhstan, Kyrgyzstan, Uzbekistan, and Tajikistan, also with chapters on the Ordos Mongols, Buryats, Volga Kalmuks, and Monguors",,428,0,4,0,https://archive.org/details/socialorganizati0000krad,"Kazakh culture discussed in chapter 4, pages 178-286",
Kazakh,,0,"Krader, Lawrence. 1966. Peoples of Central Asia. The Hague.",,"Kazakhs, Kyrgyz, Uzbeks, Turkmens, Tadzhiks, and Karakalpaks of the former region of Soviet Central Asia",,346,0,4,0,https://archive.org/details/peoplesofcentral0000krad,,
Kazakh,,1,"Murdock, George P. 1934. The Kazaks of Central Asia. In his Our Primitive Contemporaries. pp. 135-162. New York.",1827-1930s (total coverage),"All Kazakh territory ""extend[ing] on the west nearly to the Volga River in Europe, on the east to the Tian Shan Mountains on the border of [the former] Chinese Turkestan [today the Xinjiang Uygur Autonomous Region, China], on the south nearly to Samarkand [Uzbekistan], and on the north to the vicinity of Omsk in Siberia""",,27,0,1a,1,https://archive.org/details/in.ernet.dli.2015.202061,,
